season,venue,team,opposition_team,player,player_role,balls_faced,strike_rate,runs_scored,overs_bowled,economy,wickets
2022,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Ravindra Jadeja,bowler,,,,4.0,5.49,0.0
2022,M Chinnaswamy Stadium,Chennai Super Kings,Delhi Capitals,KL Rahul,batsman,19.0,146.56,27.0,,,
2022,MA Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Shubman Gill,batsman,23.0,117.96,27.0,,,
2022,Arun Jaitley Stadium,Mumbai Indians,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,3.0,6.92,5.0
2022,M Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Mohammed Shami,bowler,,,,3.0,6.88,4.0
2022,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,2.0,7.24,4.0
2022,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Mohammed Shami,bowler,,,,2.0,7.8,5.0
2022,M Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Sunil Narine,bowler,,,,2.0,9.21,5.0
2022,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Sunil Narine,bowler,,,,4.0,8.68,5.0
2022,M Chinnaswamy Stadium,Sunrisers Hyderabad,Delhi Capitals,Mohammed Shami,bowler,,,,2.0,6.66,3.0
2022,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Rohit Sharma,batsman,40.0,102.34,40.0,,,
2022,MA Chidambaram Stadium,Delhi Capitals,Mumbai Indians,Jasprit Bumrah,bowler,,,,2.0,7.92,1.0
2022,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Shubman Gill,batsman,64.0,117.03,74.0,,,
2022,Wankhede Stadium,Delhi Capitals,Kolkata Knight Riders,Virat Kohli,batsman,36.0,114.62,41.0,,,
2022,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Rohit Sharma,batsman,49.0,156.3,76.0,,,
2022,M Chinnaswamy Stadium,Mumbai Indians,Sunrisers Hyderabad,Virat Kohli,batsman,60.0,118.3,70.0,,,
2022,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,KL Rahul,batsman,14.0,145.6,20.0,,,
2022,M Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Virat Kohli,batsman,61.0,108.61,66.0,,,
2022,Eden Gardens,Chennai Super Kings,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,2.0,5.5,4.0
2022,M Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Jasprit Bumrah,bowler,,,,2.0,7.87,0.0
2022,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,Sunil Narine,bowler,,,,2.0,8.7,5.0
2022,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,4.0,6.9,5.0
2022,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Rishabh Pant,batsman,12.0,117.99,14.0,,,
2022,Arun Jaitley Stadium,Chennai Super Kings,Royal Challengers Bangalore,Virat Kohli,batsman,21.0,162.46,34.0,,,
2022,M Chinnaswamy Stadium,Kolkata Knight Riders,Delhi Capitals,Ravindra Jadeja,bowler,,,,2.0,6.91,5.0
2022,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,2.0,8.95,3.0
2022,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Ravindra Jadeja,bowler,,,,3.0,5.05,1.0
2022,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Yuzvendra Chahal,bowler,,,,4.0,5.87,0.0
2022,Wankhede Stadium,Delhi Capitals,Chennai Super Kings,Shubman Gill,batsman,22.0,122.99,27.0,,,
2022,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,KL Rahul,batsman,22.0,165.28,36.0,,,
2022,M Chinnaswamy Stadium,Chennai Super Kings,Sunrisers Hyderabad,Shubman Gill,batsman,46.0,124.33,57.0,,,
2022,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Rohit Sharma,batsman,69.0,127.68,88.0,,,
2022,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Sunil Narine,bowler,,,,4.0,7.35,5.0
2022,MA Chidambaram Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Virat Kohli,batsman,24.0,124.43,29.0,,,
2022,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Rohit Sharma,batsman,65.0,142.6,92.0,,,
2022,Arun Jaitley Stadium,Mumbai Indians,Kolkata Knight Riders,Yuzvendra Chahal,bowler,,,,3.0,6.45,5.0
2022,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Rishabh Pant,batsman,70.0,176.63,123.0,,,
2022,M Chinnaswamy Stadium,Mumbai Indians,Sunrisers Hyderabad,Mohammed Shami,bowler,,,,2.0,7.3,0.0
2022,M Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Shubman Gill,batsman,69.0,174.5,120.0,,,
2022,M Chinnaswamy Stadium,Kolkata Knight Riders,Mumbai Indians,Ravindra Jadeja,bowler,,,,4.0,9.3,3.0
2022,Eden Gardens,Sunrisers Hyderabad,Chennai Super Kings,Jasprit Bumrah,bowler,,,,3.0,9.79,5.0
2022,M Chinnaswamy Stadium,Kolkata Knight Riders,Mumbai Indians,Yuzvendra Chahal,bowler,,,,3.0,9.71,1.0
2022,Arun Jaitley Stadium,Mumbai Indians,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,4.0,9.86,1.0
2022,MA Chidambaram Stadium,Delhi Capitals,Mumbai Indians,Ravindra Jadeja,bowler,,,,2.0,8.96,3.0
2022,Eden Gardens,Delhi Capitals,Mumbai Indians,Sunil Narine,bowler,,,,3.0,9.51,5.0
2022,M Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,3.0,5.27,0.0
2022,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,4.0,6.55,5.0
2022,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Rishabh Pant,batsman,57.0,128.89,73.0,,,
2022,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,Rishabh Pant,batsman,60.0,107.09,64.0,,,
2022,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Ravindra Jadeja,bowler,,,,3.0,8.12,2.0
2022,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Virat Kohli,batsman,20.0,151.89,30.0,,,
2022,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Jasprit Bumrah,bowler,,,,2.0,9.66,0.0
2022,M Chinnaswamy Stadium,Sunrisers Hyderabad,Mumbai Indians,Sunil Narine,bowler,,,,4.0,5.0,0.0
2022,Eden Gardens,Delhi Capitals,Chennai Super Kings,Virat Kohli,batsman,70.0,108.37,75.0,,,
2022,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Rishabh Pant,batsman,22.0,111.19,24.0,,,
2022,M Chinnaswamy Stadium,Mumbai Indians,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,2.0,6.82,4.0
2022,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,KL Rahul,batsman,17.0,124.03,21.0,,,
2022,M Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Virat Kohli,batsman,68.0,122.1,83.0,,,
2022,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,Virat Kohli,batsman,17.0,142.48,24.0,,,
2022,M Chinnaswamy Stadium,Chennai Super Kings,Delhi Capitals,Sunil Narine,bowler,,,,4.0,9.91,0.0
2022,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Rishabh Pant,batsman,27.0,160.97,43.0,,,
2022,M Chinnaswamy Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Rohit Sharma,batsman,42.0,167.69,70.0,,,
2022,MA Chidambaram Stadium,Mumbai Indians,Kolkata Knight Riders,Mohammed Shami,bowler,,,,3.0,8.12,1.0
2022,Wankhede Stadium,Delhi Capitals,Kolkata Knight Riders,Sunil Narine,bowler,,,,2.0,6.18,4.0
2022,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Yuzvendra Chahal,bowler,,,,2.0,6.04,2.0
2022,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,Shubman Gill,batsman,15.0,120.93,18.0,,,
2022,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Rishabh Pant,batsman,17.0,176.41,29.0,,,
2022,Eden Gardens,Delhi Capitals,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,2.0,7.92,5.0
2022,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,KL Rahul,batsman,52.0,118.82,61.0,,,
2022,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Sunil Narine,bowler,,,,4.0,7.11,5.0
2022,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,3.0,6.95,5.0
2022,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Mohammed Shami,bowler,,,,2.0,8.41,0.0
2022,Wankhede Stadium,Chennai Super Kings,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,4.0,6.81,5.0
2022,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,Rohit Sharma,batsman,20.0,150.97,30.0,,,
2022,MA Chidambaram Stadium,Delhi Capitals,Kolkata Knight Riders,Sunil Narine,bowler,,,,4.0,8.5,4.0
2022,M Chinnaswamy Stadium,Delhi Capitals,Mumbai Indians,Jasprit Bumrah,bowler,,,,3.0,5.94,3.0
2022,Wankhede Stadium,Chennai Super Kings,Sunrisers Hyderabad,Rohit Sharma,batsman,53.0,105.22,55.0,,,
2022,M Chinnaswamy Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Virat Kohli,batsman,13.0,125.49,16.0,,,
2022,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Shubman Gill,batsman,46.0,167.23,76.0,,,
2022,Arun Jaitley Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Jasprit Bumrah,bowler,,,,4.0,8.72,1.0
2022,MA Chidambaram Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,4.0,9.79,4.0
2022,Eden Gardens,Delhi Capitals,Sunrisers Hyderabad,Mohammed Shami,bowler,,,,3.0,9.63,2.0
2022,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Rohit Sharma,batsman,33.0,146.96,48.0,,,
2022,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Rohit Sharma,batsman,36.0,174.28,62.0,,,
2022,MA Chidambaram Stadium,Delhi Capitals,Mumbai Indians,KL Rahul,batsman,41.0,147.18,60.0,,,
2022,Eden Gardens,Mumbai Indians,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,3.0,5.82,4.0
2022,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Rohit Sharma,batsman,23.0,111.6,25.0,,,
2022,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,KL Rahul,batsman,20.0,103.3,20.0,,,
2022,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,Shubman Gill,batsman,39.0,164.58,64.0,,,
2022,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Shubman Gill,batsman,70.0,108.06,75.0,,,
2022,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Sunil Narine,bowler,,,,4.0,7.9,1.0
2022,Eden Gardens,Sunrisers Hyderabad,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,3.0,6.24,0.0
2022,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,2.0,7.69,1.0
2022,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Rishabh Pant,batsman,62.0,178.76,110.0,,,
2022,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,KL Rahul,batsman,25.0,120.74,30.0,,,
2022,Arun Jaitley Stadium,Royal Challengers Bangalore,Chennai Super Kings,Rishabh Pant,batsman,16.0,159.58,25.0,,,
2022,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Rishabh Pant,batsman,63.0,164.69,103.0,,,
2022,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Rohit Sharma,batsman,42.0,126.35,53.0,,,
2022,MA Chidambaram Stadium,Delhi Capitals,Kolkata Knight Riders,Mohammed Shami,bowler,,,,2.0,8.47,5.0
2022,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Mohammed Shami,bowler,,,,4.0,8.09,2.0
2022,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,4.0,8.02,1.0
2022,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Rishabh Pant,batsman,26.0,128.25,33.0,,,
2022,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Virat Kohli,batsman,16.0,148.69,23.0,,,
2022,M Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Mohammed Shami,bowler,,,,3.0,9.32,2.0
2022,Eden Gardens,Chennai Super Kings,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,2.0,8.33,5.0
2022,Eden Gardens,Chennai Super Kings,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,3.0,5.65,1.0
2022,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Virat Kohli,batsman,47.0,119.03,55.0,,,
2022,Arun Jaitley Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,4.0,7.41,2.0
2022,Wankhede Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,3.0,9.39,5.0
2022,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Yuzvendra Chahal,bowler,,,,4.0,6.2,3.0
2022,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Shubman Gill,batsman,19.0,113.47,21.0,,,
2022,Arun Jaitley Stadium,Chennai Super Kings,Kolkata Knight Riders,KL Rahul,batsman,13.0,140.59,18.0,,,
2022,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Rohit Sharma,batsman,24.0,125.91,30.0,,,
2022,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunil Narine,bowler,,,,3.0,5.69,4.0
2022,MA Chidambaram Stadium,Kolkata Knight Riders,Mumbai Indians,Shubman Gill,batsman,66.0,115.56,76.0,,,
2022,Wankhede Stadium,Delhi Capitals,Chennai Super Kings,Virat Kohli,batsman,68.0,128.49,87.0,,,
2022,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,KL Rahul,batsman,44.0,108.27,47.0,,,
2022,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,KL Rahul,batsman,42.0,130.99,55.0,,,
2022,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Virat Kohli,batsman,10.0,150.22,15.0,,,
2022,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Virat Kohli,batsman,17.0,131.84,22.0,,,
2022,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Rohit Sharma,batsman,26.0,175.2,45.0,,,
2022,MA Chidambaram Stadium,Delhi Capitals,Mumbai Indians,Yuzvendra Chahal,bowler,,,,3.0,9.87,5.0
2022,M Chinnaswamy Stadium,Chennai Super Kings,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,4.0,9.17,3.0
2022,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,Sunil Narine,bowler,,,,4.0,7.75,5.0
2022,MA Chidambaram Stadium,Chennai Super Kings,Delhi Capitals,KL Rahul,batsman,22.0,101.36,22.0,,,
2022,Arun Jaitley Stadium,Mumbai Indians,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,4.0,7.27,1.0
2022,Eden Gardens,Mumbai Indians,Sunrisers Hyderabad,KL Rahul,batsman,48.0,147.99,71.0,,,
2022,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Virat Kohli,batsman,42.0,104.19,43.0,,,
2022,M Chinnaswamy Stadium,Chennai Super Kings,Sunrisers Hyderabad,Rohit Sharma,batsman,65.0,157.77,102.0,,,
2023,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Sunil Narine,bowler,,,,2.0,7.85,4.0
2023,Arun Jaitley Stadium,Sunrisers Hyderabad,Mumbai Indians,Rishabh Pant,batsman,28.0,179.01,50.0,,,
2023,Wankhede Stadium,Kolkata Knight Riders,Chennai Super Kings,Shubman Gill,batsman,42.0,163.45,68.0,,,
2023,Eden Gardens,Mumbai Indians,Delhi Capitals,Shubman Gill,batsman,48.0,165.46,79.0,,,
2023,MA Chidambaram Stadium,Kolkata Knight Riders,Delhi Capitals,Mohammed Shami,bowler,,,,2.0,6.19,0.0
2023,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Rohit Sharma,batsman,10.0,165.09,16.0,,,
2023,Wankhede Stadium,Chennai Super Kings,Sunrisers Hyderabad,Virat Kohli,batsman,58.0,109.75,63.0,,,
2023,MA Chidambaram Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,2.0,6.08,3.0
2023,Wankhede Stadium,Delhi Capitals,Chennai Super Kings,Sunil Narine,bowler,,,,3.0,5.23,2.0
2023,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunil Narine,bowler,,,,3.0,7.38,2.0
2023,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Virat Kohli,batsman,37.0,146.42,54.0,,,
2023,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,2.0,8.09,2.0
2023,M Chinnaswamy Stadium,Chennai Super Kings,Kolkata Knight Riders,Rohit Sharma,batsman,41.0,129.56,53.0,,,
2023,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Mohammed Shami,bowler,,,,3.0,6.36,3.0
2023,Eden Gardens,Delhi Capitals,Mumbai Indians,Ravindra Jadeja,bowler,,,,4.0,9.69,2.0
2023,M Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Rohit Sharma,batsman,33.0,115.06,37.0,,,
2023,Arun Jaitley Stadium,Mumbai Indians,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,2.0,9.38,4.0
2023,MA Chidambaram Stadium,Sunrisers Hyderabad,Mumbai Indians,Ravindra Jadeja,bowler,,,,2.0,5.36,0.0
2023,MA Chidambaram Stadium,Delhi Capitals,Kolkata Knight Riders,Yuzvendra Chahal,bowler,,,,2.0,7.83,3.0
2023,MA Chidambaram Stadium,Sunrisers Hyderabad,Delhi Capitals,Mohammed Shami,bowler,,,,3.0,9.39,2.0
2023,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Rishabh Pant,batsman,32.0,134.13,42.0,,,
2023,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,2.0,5.47,2.0
2023,MA Chidambaram Stadium,Kolkata Knight Riders,Mumbai Indians,KL Rahul,batsman,54.0,150.57,81.0,,,
2023,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Ravindra Jadeja,bowler,,,,2.0,9.43,4.0
2023,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Rishabh Pant,batsman,27.0,169.21,45.0,,,
2023,Wankhede Stadium,Delhi Capitals,Sunrisers Hyderabad,Shubman Gill,batsman,68.0,109.55,74.0,,,
2023,MA Chidambaram Stadium,Delhi Capitals,Chennai Super Kings,Ravindra Jadeja,bowler,,,,3.0,9.4,5.0
2023,MA Chidambaram Stadium,Mumbai Indians,Royal Challengers Bangalore,KL Rahul,batsman,18.0,127.4,22.0,,,
2023,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,3.0,9.38,4.0
2023,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Sunil Narine,bowler,,,,4.0,6.09,5.0
2023,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,Shubman Gill,batsman,11.0,168.04,18.0,,,
2023,MA Chidambaram Stadium,Mumbai Indians,Delhi Capitals,Jasprit Bumrah,bowler,,,,3.0,5.84,5.0
2023,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,3.0,9.47,2.0
2023,Eden Gardens,Delhi Capitals,Mumbai Indians,Sunil Narine,bowler,,,,2.0,8.91,5.0
2023,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,2.0,8.69,4.0
2023,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunil Narine,bowler,,,,3.0,8.21,5.0
2023,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Sunil Narine,bowler,,,,2.0,8.23,5.0
2023,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Virat Kohli,batsman,48.0,172.62,82.0,,,
2023,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,batsman,54.0,157.43,85.0,,,
2023,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Sunil Narine,bowler,,,,4.0,9.24,2.0
2023,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,Rohit Sharma,batsman,70.0,105.43,73.0,,,
2023,Wankhede Stadium,Delhi Capitals,Kolkata Knight Riders,Rohit Sharma,batsman,44.0,113.6,49.0,,,
2023,Eden Gardens,Chennai Super Kings,Royal Challengers Bangalore,Virat Kohli,batsman,23.0,176.99,40.0,,,
2023,Arun Jaitley Stadium,Chennai Super Kings,Delhi Capitals,KL Rahul,batsman,23.0,171.04,39.0,,,
2023,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Sunil Narine,bowler,,,,4.0,9.02,4.0
2023,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,4.0,9.53,3.0
2023,Arun Jaitley Stadium,Chennai Super Kings,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,4.0,7.27,5.0
2023,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Shubman Gill,batsman,61.0,105.84,64.0,,,
2023,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Jasprit Bumrah,bowler,,,,4.0,9.34,4.0
2023,Wankhede Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Rishabh Pant,batsman,34.0,123.6,42.0,,,
2023,M Chinnaswamy Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Virat Kohli,batsman,48.0,123.49,59.0,,,
2023,Wankhede Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunil Narine,bowler,,,,2.0,5.74,3.0
2023,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Shubman Gill,batsman,49.0,170.98,83.0,,,
2023,Eden Gardens,Delhi Capitals,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,2.0,5.12,0.0
2023,Eden Gardens,Delhi Capitals,Chennai Super Kings,Rohit Sharma,batsman,64.0,127.91,81.0,,,
2023,MA Chidambaram Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,KL Rahul,batsman,54.0,125.91,67.0,,,
2023,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunil Narine,bowler,,,,2.0,9.87,2.0
2023,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Rishabh Pant,batsman,69.0,169.77,117.0,,,
2023,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Rohit Sharma,batsman,26.0,122.47,31.0,,,
2023,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Shubman Gill,batsman,46.0,133.65,61.0,,,
2023,Arun Jaitley Stadium,Mumbai Indians,Royal Challengers Bangalore,Rishabh Pant,batsman,49.0,137.5,67.0,,,
2023,Wankhede Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Rishabh Pant,batsman,61.0,140.04,85.0,,,
2023,M Chinnaswamy Stadium,Kolkata Knight Riders,Delhi Capitals,Rishabh Pant,batsman,19.0,121.54,23.0,,,
2023,Arun Jaitley Stadium,Royal Challengers Bangalore,Chennai Super Kings,Rohit Sharma,batsman,48.0,128.4,61.0,,,
2023,MA Chidambaram Stadium,Mumbai Indians,Kolkata Knight Riders,Rishabh Pant,batsman,49.0,112.8,55.0,,,
2023,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Yuzvendra Chahal,bowler,,,,2.0,6.52,2.0
2023,Wankhede Stadium,Delhi Capitals,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,3.0,7.87,2.0
2023,Wankhede Stadium,Kolkata Knight Riders,Chennai Super Kings,KL Rahul,batsman,28.0,118.12,33.0,,,
2023,Wankhede Stadium,Delhi Capitals,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,3.0,5.55,1.0
2023,MA Chidambaram Stadium,Royal Challengers Bangalore,Mumbai Indians,Rohit Sharma,batsman,38.0,137.67,52.0,,,
2023,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mohammed Shami,bowler,,,,2.0,7.05,0.0
2023,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,KL Rahul,batsman,61.0,102.34,62.0,,,
2023,M Chinnaswamy Stadium,Chennai Super Kings,Sunrisers Hyderabad,Rohit Sharma,batsman,29.0,113.47,32.0,,,
2023,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bangalore,Sunil Narine,bowler,,,,3.0,7.56,1.0
2023,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Yuzvendra Chahal,bowler,,,,3.0,8.78,4.0
2023,Eden Gardens,Chennai Super Kings,Royal Challengers Bangalore,Rohit Sharma,batsman,48.0,116.5,55.0,,,
2023,M Chinnaswamy Stadium,Sunrisers Hyderabad,Delhi Capitals,Yuzvendra Chahal,bowler,,,,2.0,6.07,3.0
2023,MA Chidambaram Stadium,Mumbai Indians,Delhi Capitals,Jasprit Bumrah,bowler,,,,3.0,6.71,2.0
2023,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Sunil Narine,bowler,,,,4.0,8.08,4.0
2023,Eden Gardens,Royal Challengers Bangalore,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,3.0,6.53,4.0
2023,Wankhede Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,2.0,9.03,3.0
2023,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Sunil Narine,bowler,,,,4.0,9.29,2.0
2023,MA Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,KL Rahul,batsman,57.0,174.67,99.0,,,
2023,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Shubman Gill,batsman,38.0,132.25,50.0,,,
2023,Eden Gardens,Sunrisers Hyderabad,Delhi Capitals,Virat Kohli,batsman,66.0,158.72,104.0,,,
2023,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Rishabh Pant,batsman,38.0,168.71,64.0,,,
2023,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,Ravindra Jadeja,bowler,,,,2.0,7.46,0.0
